Pkey,AreaID,UploadTime,SystemTime,Class,LastEndTime,StartTime,EndTime,Partnum,Lotnum,Layer,ProcName,EQID,MachineNo,IType,Inputpcs,Outputpcs,WID,User,OP,Remark,NCN,Version,Flag,Count,CreateTime,Enable
369,19,2024-01-13 00:10:21.000,2024-01-12 23:13:32.753,N,2024-01-12 17:31:00.000,2024-01-12 23:30:36.000,2024-01-12 23:56:42.790,3195X91C05,24143006-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,C_量產,45,45,48199,"鄧守為              ",Z1263,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
370,19,2024-01-13 03:51:16.000,2024-01-13 00:28:25.347,N,2024-01-12 17:31:00.000,2024-01-13 00:42:20.000,2024-01-13 01:01:20.420,3195X91C05,24153006-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,C_量產,36,36,48199,"鄧守為              ",Z1546,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
371,19,2024-01-13 06:48:28.000,2024-01-13 02:31:09.870,N,2024-01-12 00:44:00.000,2024-01-13 05:11:13.000,2024-01-13 05:26:20.530,3288008AT1,23BG3023-01-02,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,E2_實驗2,1,1,48199,"鄧守為              ",Z1546,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
373,19,2024-01-24 05:01:48.000,2024-01-24 03:57:05.903,N,2024-01-06 16:31:00.000,2024-01-24 04:11:14.000,2024-01-24 04:22:37.857,2231551A02,23BR3019-01-02,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,E3_實驗3,2,2,48199,"鄧守為              ",Z1263,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
374,19,2024-02-04 06:10:44.000,2024-01-26 01:18:48.447,N,2024-01-01 15:55:00.000,2024-01-26 01:23:06.000,2024-01-26 01:39:07.507,2231509C09,23BT3002-01-01,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,E3_實驗3,2,2,48199,"鄧守為              ",Z1349,NA,NULL,2.0.24.01.31.1,1,0,NULL,1
375,19,2024-01-12 20:04:35.000,2024-01-12 19:43:37.523,N,2024-01-12 16:13:00.000,2024-01-12 19:47:51.000,2024-01-12 20:03:10.690,2287046A02,23C73009-01-01,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,QS_急料樣品,1,1,48199,"鄧守為              ",Z1546,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
376,19,2024-01-13 17:04:37.000,2024-01-13 16:08:16.337,D,2024-01-10 17:28:00.000,2024-01-13 16:11:17.000,2024-01-13 16:22:49.503,2231498FT1,23CF3007-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,ES_實驗樣品,2,2,48199,"鄧守為              ",Z1221,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
378,19,2024-01-14 16:06:22.000,2024-01-14 08:57:39.320,D,2023-11-07 10:28:00.000,2024-01-14 10:52:44.000,2024-01-14 11:04:01.967,2231482T19,23AH3015-01-01,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,E3_實驗3,6,6,48199,"鄧守為              ",78073,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
380,19,2024-01-13 06:33:18.000,2024-01-13 02:32:03.550,N,2024-01-12 00:44:00.000,2024-01-13 05:13:33.000,2024-01-13 05:26:45.690,3288006GT6,23BG3022-01-01,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,E2_實驗2,4,4,48199,"鄧守為              ",Z1546,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
381,19,2024-01-13 06:33:18.000,2024-01-13 02:31:37.540,N,2024-01-11 23:08:00.000,2024-01-13 05:11:40.000,2024-01-13 05:26:33.637,3288008AT2,23BG3024-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,E2_實驗2,4,4,48199,"鄧守為              ",Z1546,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
382,19,2024-02-04 06:05:30.000,2024-01-23 04:24:04.340,N,2023-12-29 17:48:00.000,2024-01-23 04:47:59.000,2024-01-23 05:02:51.817,2231541T06,23C43013-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,E3_實驗3,3,3,48199,"鄧守為              ",Z1263,NA,NULL,2.0.24.01.31.1,1,0,NULL,1
388,19,2024-01-13 06:03:00.000,2024-01-13 05:10:04.923,N,2024-01-12 00:44:00.000,2024-01-13 05:48:04.000,2024-01-13 05:58:33.993,3288006W01,23BM3014-01-01,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,QS_急料樣品,12,12,48199,"鄧守為              ",Z1546,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
389,19,2024-01-13 03:36:07.000,2024-01-13 02:12:17.587,N,2024-01-12 06:27:00.000,2024-01-13 03:20:47.000,2024-01-13 03:33:51.777,3288006G01,23BN3005-02-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,QS_急料樣品,24,24,48199,"鄧守為              ",Z1546,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
390,19,2024-01-12 20:53:37.000,2024-01-12 20:31:27.237,N,2024-01-12 02:06:00.000,2024-01-12 20:34:46.000,2024-01-12 20:51:07.033,5143Q04A01,23BO3041-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,QS_急料樣品,15,15,48199,"鄧守為              ",Z1263,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
391,19,2024-01-12 20:09:38.000,2024-01-12 19:41:14.753,N,2024-01-12 16:14:00.000,2024-01-12 19:52:47.000,2024-01-12 20:04:39.360,2230283B06,23C83047-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,QC_急單量產,24,24,48199,"鄧守為              ",Z1546,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
392,19,2024-01-12 20:19:32.000,2024-01-12 19:44:23.800,N,2024-01-10 23:14:00.000,2024-01-12 20:04:54.000,2024-01-12 20:15:28.330,2165300G03,23CC3013-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,C_量產,23,23,48199,"鄧守為              ",Z1546,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
393,19,2024-01-13 17:04:37.000,2024-01-13 16:08:13.373,D,2024-01-12 03:16:00.000,2024-01-13 16:12:26.000,2024-01-13 16:23:08.860,2231498F04,23CM3031-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,QC_急單量產,12,12,48199,"鄧守為              ",Z1221,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
394,19,2024-01-14 16:06:22.000,2024-01-14 09:45:41.013,D,2024-01-12 02:25:00.000,2024-01-14 11:18:50.000,2024-01-14 11:37:36.777,2231510B04,23CM3043-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,C_量產,16,16,48199,"鄧守為              ",78073,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
398,1,2024-01-17 10:54:36.000,2024-01-12 17:37:04.920,N,2024-01-12 17:36:00.000,2024-01-12 20:57:29.000,2024-01-12 21:19:03.520,2231506C08,241C3008-03-00,-L5L6,WPR1WPR1,H3 SUEP 蝕薄銅線,WPRWPR1013,C_量產,48,48,59383,"朱清溪              ",59383,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
409,1,2024-01-17 10:54:36.000,2024-01-12 17:40:57.740,N,2024-01-12 17:40:00.000,2024-01-12 21:12:23.000,2024-01-12 22:12:06.700,5808342B03,241C3010-02-00,-L8L9,WPR1WPR1,H3 SUEP 蝕薄銅線,WPRWPR1013,C_量產,48,48,59383,"朱清溪              ",59383,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
426,51,2024-01-12 21:11:11.000,2024-01-12 18:06:00.000,D,2024-01-12 17:39:00.000,2024-01-12 18:22:00.000,2024-01-12 19:16:00.000,2231551A02,23CT3032-02-00,-L4L7,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 04-B2,ABFMPO2083,C_量產,48,48,Z1116,畢西,畢西,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
427,73,2024-01-18 23:17:25.000,2024-01-18 01:06:44.650,D,1900-01-01 00:00:00.000,2024-01-18 14:12:34.240,2024-01-18 15:13:42.660,2231541A02,23CF3030-04-01,-L2L7,LTH1DFV1,H3 SAPCF 水平顯影線 #04,LTHDFV1033,C_量產,1,0,47680,"劉國彬              ",90198,手動撕,NULL,2.0.23.11.27.1,1,0,NULL,1
428,73,2024-01-16 00:19:14.000,2024-01-12 14:12:03.330,D,2024-01-12 14:12:00.000,2024-01-12 17:36:40.000,2024-01-12 18:11:10.770,2231551A02,23CP3035-02-00,-L2L9,LTH1DFV1,H3 SAPCF 水平顯影線 #04,LTHDFV1033,C_量產,48,48,90118,"郭齊妮              ",Z1216,手動撕,NULL,2.0.23.11.27.1,1,0,NULL,1
429,73,2024-01-14 20:26:58.000,2024-01-12 14:51:21.030,N,2024-01-12 14:51:00.000,2024-01-12 23:36:11.000,2024-01-13 00:02:48.410,5192641B03,23CM3024-01-00,-L6L17,LTH1DFV1,H3 SAPCF 水平顯影線 #04,LTHDFV1033,QS_急料樣品,8,8,90118,"郭齊妮              ",25581,手動撕,NULL,2.0.23.11.27.1,1,0,NULL,1
430,73,2024-01-14 20:26:58.000,2024-01-12 15:21:46.180,N,2024-01-12 15:21:00.000,2024-01-12 23:38:44.000,2024-01-13 00:02:56.973,5143N60C04,23CT3022-01-00,-L8L13,LTH1DFV1,H3 SAPCF 水平顯影線 #04,LTHDFV1033,QS_急料樣品,18,18,90118,"郭齊妮              ",25581,手動撕,NULL,2.0.23.11.27.1,1,0,NULL,1
431,73,2024-01-16 00:14:11.000,2024-01-12 15:21:13.630,D,2024-01-12 15:21:00.000,2024-01-12 17:54:40.000,2024-01-12 18:18:14.417,2231541A02,24143010-02-00,-L3L6,LTH1DFV1,H3 SAPCF 水平顯影線 #04,LTHDFV1033,C_量產,48,48,90118,"郭齊妮              ",Z1216,手動撕,NULL,2.0.23.11.27.1,1,0,NULL,1
432,73,2024-01-14 20:26:58.000,2024-01-12 16:01:50.917,N,2024-01-12 16:01:00.000,2024-01-12 20:15:01.000,2024-01-12 20:37:51.017,2231541A02,23CT3021-01-00,-L2L7,LTH1DFV1,H3 SAPCF 水平顯影線 #04,LTHDFV1033,C_量產,48,48,90118,"郭齊妮              ",25581,手動撕,NULL,2.0.23.11.27.1,1,0,NULL,1
433,73,2024-01-14 20:26:58.000,2024-01-12 16:51:37.137,N,2024-01-12 16:51:00.000,2024-01-12 22:13:58.000,2024-01-12 22:52:26.760,2231551A02,23CQ3006-05-00,-L2L9,LTH1DFV1,H3 SAPCF 水平顯影線 #04,LTHDFV1033,C_量產,48,48,90118,"郭齊妮              ",25581,手動撕,NULL,2.0.23.11.27.1,1,0,NULL,1
434,73,2024-01-14 20:26:58.000,2024-01-12 16:52:08.433,N,2024-01-12 16:52:00.000,2024-01-12 21:05:39.000,2024-01-12 21:36:55.277,3262019A07,23CM3017-01-00,-L6L15,LTH1DFV1,H3 SAPCF 水平顯影線 #04,LTHDFV1033,C_量產,48,48,90118,"郭齊妮              ",25581,手動撕,NULL,2.0.23.11.27.1,1,0,NULL,1
439,67,2024-01-30 15:39:40.000,2024-01-30 14:02:35.053,D,2024-01-07 10:46:00.000,2024-01-30 14:39:47.000,2024-01-30 15:01:12.710,2231551T02,23C53034-01-00,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,E3_實驗3,6,6,48310,"杜志仁              ",13574,-,NULL,2.0.23.12.25.1,1,0,NULL,1
440,67,2024-01-14 13:06:33.000,2024-01-09 09:16:38.600,D,1900-01-01 00:00:00.000,2024-01-14 12:14:45.000,2024-01-14 13:02:43.980,PELDI31A01,23CI3016-03-06,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,E3_實驗3,3,3,48310,"杜志仁              ",10602,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
441,67,2024-01-14 23:15:33.000,2024-01-09 09:16:47.573,D,1900-01-01 00:00:00.000,2024-01-14 09:14:46.000,2024-01-14 09:44:12.720,PELDI31A01,23CI3016-03-07,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,E3_實驗3,3,3,48310,"杜志仁              ",10602,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
442,67,2024-01-13 13:15:31.000,2024-01-09 09:16:54.667,D,1900-01-01 00:00:00.000,2024-01-13 09:23:24.000,2024-01-13 10:08:15.713,PELDI31A01,23CI3016-03-11,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,E3_實驗3,3,3,48310,"杜志仁              ",10602,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
443,67,2024-01-21 20:09:37.000,2024-01-09 09:16:56.733,D,1900-01-01 00:00:00.000,2024-01-16 14:06:22.000,2024-01-16 14:28:28.180,PELDI31A01,23CI3016-03-12,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,E3_實驗3,3,3,48310,"杜志仁              ",11420,-,NULL,2.0.23.12.25.1,1,0,NULL,1
444,67,2024-01-13 13:15:31.000,2024-01-09 09:16:58.373,D,1900-01-01 00:00:00.000,2024-01-13 09:28:56.000,2024-01-13 10:08:00.253,PELDI31A01,23CI3016-03-13,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,E3_實驗3,3,3,48310,"杜志仁              ",10602,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
445,67,2024-01-12 21:39:13.000,2024-01-11 16:24:00.000,N,2024-01-11 16:24:00.000,2024-01-12 20:37:00.000,2024-01-12 21:31:00.000,3262036A03,23CF3026-01-00,-L5L16,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,QS_急料樣品,18,18,48310,杜志仁,14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
446,67,2024-01-12 21:22:49.000,2024-01-12 02:00:40.640,N,2024-01-12 02:00:00.000,2024-01-12 20:47:06.000,2024-01-12 21:21:24.070,2490Y14B03,24123016-01-00,-L5L8,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,C_量產,36,35,48310,"杜志仁              ",14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
447,67,2024-01-20 02:10:33.000,2024-01-12 14:40:57.157,D,2024-01-12 14:40:00.000,2024-01-12 18:08:33.000,2024-01-12 18:44:46.480,2231551A02,23CT3025-04-00,-L3L8,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",10602,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
448,67,2024-02-08 23:10:57.000,2024-01-12 14:40:00.000,D,2024-01-12 14:40:00.000,2024-01-12 18:04:00.000,2024-01-12 18:30:00.000,3288006G01,23C13004-01-00,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,QS_急料樣品,24,24,48310,杜志仁,杜志仁,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
449,67,2024-01-21 20:09:37.000,2024-01-12 14:40:29.133,D,2024-01-12 14:40:00.000,2024-01-12 17:41:43.000,2024-01-12 18:04:10.760,5192641B03,23CI3006-01-00,-L6L17,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,QS_急料樣品,36,36,48310,"杜志仁              ",13574,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
450,67,2024-01-12 21:58:14.000,2024-01-12 14:41:07.403,N,2024-01-12 14:41:00.000,2024-01-12 21:19:48.000,2024-01-12 21:53:27.040,2231551A02,24133010-06-00,-L4L7,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
452,67,2024-01-12 22:23:27.000,2024-01-12 17:19:54.217,N,2024-01-12 17:19:00.000,2024-01-12 21:33:48.000,2024-01-12 22:19:49.210,2230634A05,23CK3010-02-00,-L5L14,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,QC_急單量產,18,18,48310,"杜志仁              ",14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
453,67,2024-01-12 23:18:59.000,2024-01-12 17:19:58.940,N,2024-01-12 17:19:00.000,2024-01-12 22:24:48.000,2024-01-12 23:17:16.823,2231551A02,23CR3015-06-00,-L2L9,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
454,67,2024-01-12 22:43:37.000,2024-01-12 17:19:47.173,N,2024-01-12 17:19:00.000,2024-01-12 21:52:08.000,2024-01-12 22:41:18.010,2231551A02,23CS3011-01-00,-L2L9,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
455,67,2024-01-12 23:59:20.000,2024-01-12 17:20:29.170,N,2024-01-12 17:20:00.000,2024-01-12 22:57:16.000,2024-01-12 23:57:45.717,2231551A02,23CT3020-01-00,-L3L8,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
456,67,2024-01-13 04:11:45.000,2024-01-12 17:20:00.000,N,2024-01-12 17:20:00.000,2024-01-13 02:57:00.000,2024-01-13 03:40:00.000,2231541A02,23CT3021-02-00,-L2L7,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,C_量產,48,48,48310,杜志仁,Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
457,67,2024-01-12 22:28:30.000,2024-01-12 17:20:00.000,N,2024-01-12 17:20:00.000,2024-01-12 21:59:00.000,2024-01-12 22:27:00.000,3262019A07,23CM3041-02-00,-L7L14,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,C_量產,48,48,48310,杜志仁,14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
458,67,2024-01-13 01:45:13.000,2024-01-12 17:20:33.703,N,2024-01-12 17:20:00.000,2024-01-13 00:46:18.000,2024-01-13 01:43:43.603,2231551A02,23CR3015-03-00,-L2L9,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
459,67,2024-01-12 22:23:27.000,2024-01-12 17:20:11.073,N,2024-01-12 17:20:00.000,2024-01-12 21:46:14.000,2024-01-12 22:20:04.313,5192670B02,23CJ3007-01-00,-L3L12,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,QC_急單量產,20,20,48310,"杜志仁              ",14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
469,70,2024-01-12 18:56:42.000,2024-01-12 15:18:41.163,D,2024-01-12 15:18:00.000,2024-01-12 16:55:02.000,2024-01-12 18:32:09.890,2231551A02,23CT3025-07-00,-L3L8,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,C_量產,48,48,25401,"何宜穎              ",48310,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
471,70,2024-01-12 18:56:42.000,2024-01-12 16:24:07.580,D,2024-01-12 16:08:00.000,2024-01-12 16:45:45.000,2024-01-12 18:34:01.880,3262019A07,23CT3036-01-00,-L8L13,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,C_量產,48,48,50722,"鐘志旺              ",48310,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
473,70,2024-01-12 18:56:42.000,2024-01-12 16:30:01.673,D,2024-01-12 16:29:00.000,2024-01-12 16:46:05.000,2024-01-12 18:32:38.857,2231551A02,24123017-03-00,-L4L7,LTH1UDI1,H3 SAPCF LDI #07,LTHEXP2073,C_量產,48,48,50722,"鐘志旺              ",48310,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
476,70,2024-01-12 19:31:56.000,2024-01-12 17:13:51.667,D,2024-01-12 16:39:00.000,2024-01-12 18:28:46.000,2024-01-12 19:30:43.073,3262019A07,23CF3003-02-00,-L5L16,LTH1UDI1,H3 SAPCF LDI #07,LTHEXP2073,C_量產,47,47,50722,"鐘志旺              ",48310,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
477,70,2024-01-12 18:56:42.000,2024-01-12 17:13:47.657,D,2024-01-12 17:13:00.000,2024-01-12 18:22:21.000,2024-01-12 18:53:55.590,3262019A07,23CF3003-02-01,-L5L16,LTH1UDI1,H3 SAPCF LDI #07,LTHEXP2073,QE1_急料實驗,1,1,50722,"鐘志旺              ",48310,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
478,70,2024-01-13 02:24:51.000,2024-01-12 17:14:59.210,N,2024-01-12 17:14:00.000,2024-01-12 21:13:39.000,2024-01-12 22:38:08.970,2231551A02,24123017-02-00,-L4L7,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,C_量產,48,48,25401,"何宜穎              ",48311,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
479,70,2024-01-12 19:06:46.000,2024-01-12 17:40:22.947,D,2024-01-12 17:40:00.000,2024-01-12 18:01:38.000,2024-01-12 19:03:53.310,3262019A07,23BS3022-01-00,-Outer,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,QC_急單量產,47,47,50722,"鐘志旺              ",48310,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
480,70,2024-01-12 21:49:33.000,2024-01-12 17:55:47.890,N,2024-01-12 17:55:00.000,2024-01-12 20:24:42.000,2024-01-12 21:13:38.033,2231551A02,23CS3011-02-00,-L2L9,LTH1UDI1,H3 SAPCF LDI #07,LTHEXP2073,C_量產,48,48,50722,"鐘志旺              ",48311,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
481,70,2024-01-12 19:06:46.000,2024-01-12 17:56:00.843,D,2024-01-12 17:55:00.000,2024-01-12 18:12:05.000,2024-01-12 19:03:45.953,3262019A07,23BO3017-03-00,-Outer,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,C_量產,47,47,25401,"何宜穎              ",48310,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
482,70,2024-01-13 06:09:11.000,2024-01-12 18:05:01.127,N,2024-01-12 18:04:00.000,2024-01-12 20:29:56.000,2024-01-12 21:13:20.367,5192641B03,23CI3006-01-00,-L6L17,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,QS_急料樣品,36,36,25401,"何宜穎              ",48311,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
483,40,2024-01-29 16:47:11.000,2024-01-12 18:02:50.497,D,2024-01-12 18:02:00.000,2024-01-12 18:06:27.000,2024-01-12 18:50:51.767,PEIMT03A02,241C3002-01-00,-Outer,IMT1IMT1,H3 化錫線 #02,IMTIMT1023,E4_實驗4,32,32,47788,"林英智              ",77160,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
487,64,2024-01-13 05:49:53.000,2024-01-12 22:39:46.960,N,2024-01-12 16:12:00.000,2024-01-12 23:12:12.000,2024-01-13 00:34:21.553,3288006GT5,23BA3012-01-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #08-右上,SAPNOV1213,E2_實驗2,4,4,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
488,64,2024-01-12 21:29:07.000,2024-01-12 20:17:23.320,N,2024-01-12 16:12:00.000,2024-01-12 20:21:30.000,2024-01-12 21:25:26.213,5808348A02,23CF3004-01-00,-L2L15,SAP1NOV1,H3 SAPCF OVEN #06-左下,SAPNOV1123,QS_急料樣品,24,24,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
489,64,2024-01-13 05:49:53.000,2024-01-12 18:21:58.770,N,2024-01-12 16:24:00.000,2024-01-12 22:27:43.000,2024-01-12 23:16:50.747,3262019A07,23CM3032-01-00,-L6L15,SAP1NOV1,H3 SAPCF OVEN #07-右上,SAPNOV1173,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
490,64,2024-01-12 21:29:07.000,2024-01-12 19:59:40.617,N,2024-01-12 16:46:00.000,2024-01-12 20:04:30.000,2024-01-12 21:24:43.713,2231551A02,23CT3025-06-00,-L3L8,SAP1NOV1,H3 SAPCF OVEN #07-右下,SAPNOV1183,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
491,64,2024-01-13 05:49:53.000,2024-01-12 15:47:52.650,N,2024-01-12 15:39:00.000,2024-01-12 23:11:49.000,2024-01-13 00:31:25.693,2230634A05,23CI3010-01-00,-L5L14,SAP1NOV1,H3 SAPCF OVEN #08-左上,SAPNOV1193,QC_急單量產,36,36,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
492,64,2024-01-13 05:49:53.000,2024-01-12 15:47:55.777,N,2024-01-12 13:08:00.000,2024-01-12 23:12:50.000,2024-01-13 00:34:45.337,2230634A05,23C43018-03-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #06-左上,SAPNOV1113,QC_急單量產,42,42,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
493,64,2024-01-12 21:08:55.000,2024-01-12 15:48:08.710,N,2024-01-12 13:24:00.000,2024-01-12 20:25:49.000,2024-01-12 21:01:42.690,3262036A03,23C83036-01-00,-L3L18,SAP1NOV1,H3 SAPCF OVEN #06-右上,SAPNOV1133,QS_急料樣品,36,36,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
494,64,2024-01-12 21:29:07.000,2024-01-12 15:48:01.893,N,2024-01-12 13:23:00.000,2024-01-12 20:04:01.000,2024-01-12 21:24:37.727,2231551A02,23CT3025-05-00,-L3L8,SAP1NOV1,H3 SAPCF OVEN #07-右上,SAPNOV1173,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
495,64,2024-01-12 21:29:07.000,2024-01-12 15:48:14.950,N,2024-01-12 13:25:00.000,2024-01-12 20:17:48.000,2024-01-12 21:24:49.930,3288006G01,23C13005-01-00,-L3L16,SAP1NOV1,H3 SAPCF OVEN #06-左上,SAPNOV1113,ES_實驗樣品,6,6,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
496,64,2024-01-12 22:14:29.000,2024-01-12 15:48:00.000,N,2024-01-12 13:22:00.000,2024-01-12 21:02:00.000,2024-01-12 22:10:00.000,2811X20B01,23CM3044-01-00,-L2L11,SAP1NOV1,H3 SAPCF OVEN #08-左上,SAPNOV1193,QS_急料樣品,3,3,48310,杜志仁,洛多,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
497,64,2024-01-12 21:29:07.000,2024-01-12 15:48:18.437,N,2024-01-12 13:08:00.000,2024-01-12 20:17:49.000,2024-01-12 21:24:56.177,MFDME29B01,23BN3019-01-18,-Outer,SAP1NOV1,H3 SAPCF OVEN #06-左上,SAPNOV1113,E3_實驗3,1,1,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
